,text,ID,Gattung
15,o dass die kuss doch ewig dauern mögen   starr stehen   wie binse starr   die schwarm die gast   die kuss doch ewig   die ich auf die recht|rechte   tanztaumelnd du auf hals und brust pressen   nein   lang duld'ich nicht dies blöd sehne|sehnen   ich wollen nicht lang in verzückt harme die liebekranken glied nächtens dehnen   o kommen   du weib   kommen   betteln mein arm|arme   o kommen   noch fühlen du zitternd jede sinn   von+die heiß duft berauschen aus dein kleid   noch wogen um ich   du flammenkönigin   und glühen in+die aschenflor die kupferseide   gießen aus in ich die schale dein glut   ich dürste nach die sünde   nach die grauen vor dies feuerregens wild brut   vor dies wehn   die wühlend in ich brauen   es schießen die saat aus ihr dunkel schoß   die lange schmachtend liegen in spröde hülle   ich wollen ich laut blühn   laut und los aus dies brünstigkeit zu frucht und fülle   o kommen   satt sein ich mein knabenlust   kommen   kommen   du weib   nehmen auf in dein schale die furcht   die sehnsucht dies jung brust   noch trinken ich nie die rausch euer pokal   auf nelkendüften kommen die nacht ziehen   o kämst auch du so süß und so verstohlen   so mondesweiß   o sehen   auf sammetwogen   auf purpurflaum   auf schwarz viole wollen ich du betten   oh   du an ich betten   dass alle mein macht an die weib blendend göttlichkeiten sich entketten   hinschwellend in die teppich dein leib   ,=,Lyrik
16,von dies linde können ich schauen hinab in die verklärt land   die sonne überglänzt die aue bis an die fern himmelsrand   durch laubgewirr die strahl|strahlen flimmern   es sein so still in weit welt   von+die dorf die rot dach schimmern aus ährenblondem weizenfeld   schneeweiß wolkenschäfchen gleiten unmerklich durch die himmelsland   dass mein seele nach die weit tiefblau reich die flügel spannen   ich haben ' da wie in+die traum liegen und wissen nun nicht vor lauter lust   wohin ich sollen mit alle ' die segen   mit alle ' die liebe in mein brust     ,=,Lyrik
17,die recht|rechts ton nur keine ängstlich besinnen   laß doch sprudeln   laß doch rinnen   was in+die herz wogen und quellt   aber   dass es nicht zerfließe   in die eng maß es gießen   in die augenblick die welt   ,=,Lyrik
18,lied die heimgekehrte   @ord@   durch donner die tod   durch schlag die schlacht hast du ich geleitet mit schirmender macht   wie von schwinge|schwingen die schwan decken rauschen ich zu   dein sein die flügel   walküre   du   rings sinken die kämpfer ins blut'ge gefild   ich halten du   holde   zu häupten die schild   » du schwirrend kugel   suchen andere pfad   du pest mit die gifthauch     mein liebling nahen   schlingen einst um die schläfe er rose die ruhen '     heuen ' legen ' ich die lorbeer die schlacht|schlachten dazu   « ,=,Lyrik
19,die knabe weinen   die mutter legen die hold liebling auf die kissen   doch er   von+die wein|weinen aufregen   will nichts von rast und schlummer wissen da singen die mutter lied um lied   und immer süß werden die weise   und um die klein bettchen zeihen|ziehen die schlummer sein zauberkreise   und wie die weise sanft verklingen   werden immer leise auch die wein|weinen   bis am geschloss'nen auge blinken die stumm thräne nur die kleine   bald spiegeln auch eine licht traum sich in die klar zug wieder   die mutter aber athmet kaum und beugen sich zu die liebling nieder   mit scheu finger hüllen sie dicht die schläfer in die warm decke|decken   sie möcht ' er küssen   wagen es nicht   aus furcht   er mit die kuss zu wecken   sie blicken er lange selig an   und gehen dann fort   und kehren wieder   und thut   was sie nicht lassen können   und neigen sich küssend zu er nieder   und sinken   von dankgefühl durchwehen   auf ihr knie ' an+die klein bett   und sprechen eine innig gebet   und suchen dann selbst die schlummerstätte   ,=,Lyrik
20, die rosenobel wie töricht sein die mensch   die gold für gott erkiest und wissen   dass sein seel eine rosenobel sein   ,=,Lyrik
21,begegnung ich führen durch die tannenwald eine still pfad   eine tief verschneit   da   ohne dass eine huf gehallt   erblicken ich plötzlich eine reiter   nicht zuwenden   nicht abwenden   kommen er   die mantel umschlagen   ich dünken   dass ich er kennen in alt   längst verschollnen tag   die jung auge wild kraft   des mund trotz und herb schweigen   eine zug von traum und leidenschaft berühren ich so tief und eigen   sein rösslein ziehen auf weiß bahn vorbei mit ungehörten huf   ich fassen es mit lust und grauen an   er gruß und name nachrufen   doch keine name haben ich dann als mein eigen finden   da ross und reiter schon in+die tann und hinter+die schneegeflock verschwinden   ,=,Lyrik
22, die fromme lieben die schaurige   die leidende die traurige   die hoffende die künftige   die weise die vernünftige   ,=,Lyrik
23,mein auge du sein mein auge     du durchdringst ich ganz   mein ganz wesen haben du ich erhellen   mein ganz leben du erfüllen mit glanz   ich strauchelnd auf sicher pfad stellen   mein auge du     wie sein ich doch so blind an herz und sinn   eh ' du du ich gesellen   und wie durchströmen ich jetzt so licht   so lind verklären die abglanz dies ganz welt   ,=,Lyrik
24, glück die sein du gar eine glücklich mann   die nicht mal mehr sich freuen können   so glücklich sein er   so kommen jede morgen wir her   so kommen wir alle tag daher   ,=,Lyrik
25,so wie die letzt grün in farbentiegeln sein dies blatt   trocken   stumpf und rauh   hinter die blütendolden   die eine blau nicht auf sich tragen   nur von ferne spiegeln   sie spiegeln es verweinen und ungenau   als wollen sie es wiederum verlieren   und wie in alt blau briefpapieren sein gelb in sie   violett und grau   verwaschnes wie an eine kinderschürze   nichtmehrgetragnes   die nichts mehr geschehen   wie fühlen man eine klein leben kürze   doch plötzlich scheinen die blau sich zu verneuen in eine von die dolden   und man sehen eine rührend blaue sich vor grüne freuen   ,=,Lyrik
26,an sein schwarz   flatternd flechte|flechten hab ' ich die glück auf+die ross ich reißen   die dirne wehren sich mit wütend biß   ich aber müssen und werden sie knechten   rot sein ihr mund   die zahn blitzen   ich wollen er küssen   sie sollen ich lieben   dann reiten wir   dass die funken stieben   eine sieger wollen ich in+die sattel sitzen   ,=,Lyrik
27,nächtlich besuch eine klein weile nur bleiben noch hold geist   schnell verlieren sich euer spur   werden die morgen dreist   lieblich gedankenwelt   zauber euer hand   ach   wenn sie die tag erhellen   nehmen sie jäh eine ende   ,=,Lyrik
28,die mond die mond   sehen die dach in die schornstein       die ahorn   hinter die alt sakristei   leuchten       die ganz städtchen liegen wie versilbern   ,=,Lyrik
29,ich küssen sie auf die stirn kaum   und sein erschrecken fast   wie sie   eine kind   so fiebernd heiß und zitternd ich umfassen   wie liebeschauernd ich an+die hals jhr schluchzend odem schwellen   wie gleich eine retter ihr herz ich schlagen   sprachlose eutzückung voll   da ahnen ' ich an du   du klein herz   die solche flamme kennen   die ganz ungelöschte gluth   die heimlich auf erde|erden brennen   ,=,Lyrik
30,gastgeschenk dies blass in flamme gelbundgrüne mannsblatt   knabenüppig   und dies zart schneeglöckchen   eben aufblühen   ganz furchtsam wissen   in+die irdnen topf   die beide kind wachsen so allein und haben niemals eine duft genießen   da pflanzt'ich sie zusammen und bringen sie zu du     ,=,Lyrik
31,sieben billion jahr vor mein geburt sein ich eine schwertlilie   mein wurzel saugen sich in eine stern   auf sein dunkel wasser schwimmen mein blau riesenblüte   ,=,Lyrik
32,gesang wandernd kind an die abgrund schmal weg   über schlucht leicht steg führe wir die engel hin   mitten unter schwergefahren heiters ruhe sich bewahren lehren vertrauen und fromm sinn   ,=,Lyrik
33,die schwalbe sehen du schweben die schwalbe dort   herz   hoch oben in+die ätherblau   so hoch können du du schwingen auch     herz   entfalten die flügel   ,=,Lyrik
34,"i   hier sein es still an mein dunkel teich   die nur die mondfrau blass schleier streifen   und ich sein fürstin dies abendreiche   in die keine fremd menschendenken greifen   und ich befehlen mein dunkel teich   und ich befehlen sein lau flut|fluten   dass sie ich tragen   ihr königin   sie tragen ich zu mein insel hin   da blühen aus die schilfe blumenkronen   die einsam anf die hoch stiel thronen und blütenstaub aus matt kelch bluten   und zwischen mein blume wollen ich liegen und mein leib an+die starr schilfgras schmiegen   ii   die mondfrau hüllen ich eine in bleich strahl|strahlen   ich stehen in+die schilf   es leuchten mein glied ich aus die dunkelfeuchten spiegel wieder   und hundert stern tauchen um ich nieder und blühn empor aus violett schale   kühn leben mein heute   müde schlafen mein gestern     ich trennen welt jetzt von mein schwester   iii   allein in mein schweigenstarken eden   sehnen|sehen ich ich heiß nach wirr liebesreden   ich sehnen ich nach eine wild sehne|sehnen   ich sehnen ich nach schwach mädchentränen   ich sehnen ich nach rot sonnenküssen und wissen   mein leib werden daran welken müssen   iv   es werden eine schatten in mein dasein treten   die schatten wissen von weit königsrechten   die schatten werden ich leib und seele knechten   die schatten werden sich um mein dasein flechten   und mein sinn werden zu er beten   und mein seele werden er herrschen lassen   doch mein arm seele werden er hassen                                 ""                               ",=,Lyrik
35,aufruf die königin augusta es brechen die herz die edeln dulderin   nicht sehen luise noch die morgenrot   die flammend aufsteigen dort in preußen ostmark   jedoch ihr geist leben in die frau fort des hohenzollernhauses   heil augusta   sie mahnen laut   » die vaterland erwarten   dass alle frau'n bereit sein   ihr pflicht zu tun   «   und wie ihr wort   so sein ihr werk   ,=,Lyrik
36,sedan es wälzet blut'ge welle hin die maas   es krachen tausend feuerschlünde von die höhn herab zu tal   jetzt auch in+die norden   dort bei givonne     schließen sein die ring   hie preußen   bayern   sachsen   württemberger   eine führer und eine wille und eine sieg   es sinken die tag     aus sonnengold wölben   welche ' strahlend bild   ' s sein eine kaiserkrone   ,=,Lyrik
37,über+die zaun quellen die flieder   so dicht   so wissen   da schluchzen sein lied eine vogel so heiß   da plätschern die brunnen in+die muschelstein   seine uralt weise   die schläfern ein   ich stehen in+die garten erwartungsvoll   die herz die mainacht   pochen süß und toll   eine lau schauer steigen aus die gras   muss warten   warten   weiß nicht auf was   ,=,Lyrik
38,armin sie haben er ermorden aus undank und aus neid   warum   er sein die groß germane sein zeit   ,=,Lyrik
39, die lauterkeit vollkommne lauterkeit sein bild    form    liebelos   stehen alle eigenschaft   wie gott wesen   bloß   ,=,Lyrik
40,hone   per   nur mit geduld   endlich werden du blume brechen   o   dein vater sein voll huld   kindlich dürfen du zu er sprechen   auf dein gläubig vertrau'n werden er gnädig niederschau'n   wolke kommen   wolke gehen   bau ' auf dein gott gnade   zu die freude sonnenhöh'n führe stürmisch dunkel pfad   doch eine treu auge wachen   zitire nicht in sturm und nacht   ankre du auf felsengrund   schwinge du zu gott herz   mach ' er dein leiden kund   sagen ' er dein tief schmerz   er sein gütig und erquicken jede herz   die kummer drücken   fass ' in+die glaube kühn muth   kraft werden du dein helfer senden   mit die hand   die wunder thut   werden er dein leiden enden   er sein lauter lieb ' und huld   hoffen   herz   nur mit geduld   ,=,Lyrik
41,mein vater die keckste bursche sein von alle bursche in+die städtchen   und in die ganz jungfernschaar meine mutter die schön mädchen   sein lied klang   sein stimme gewalt haben die mädchen alle bezwingen   drum haben er auch die mutter bald zu sein weib singen   die kunst die lied   die lassen er auch sein erstgeborene erben   was sollen ' ich nicht nach handwerksbrauch um die schönste fangen und werben   ,=,Lyrik
42,freilich   dass sich die gegensatz stets berühren   sein manchmal auch noch heute zu verspüren   denn dies zeit die culs und die pomade sein auch die goldne zeit die hiobsiaden   ,=,Lyrik
43,trennen ihr von+die inhalt die form trennen ihr von+die inhalt die form   so sein ihr nicht schaffend künstler   form sein von+die inhalt die sinn   inhalt die wesen die form   ,=,Lyrik
44,gebet an die wasser sein ich hingehen   feuchte windhauch letzt mein wange   mein seele   die die licht verlieren   meine seele schreien zu gott empor   die in+die wolkenkleid an+die himmel schreiten   die in+die sturmhut durch die luft reiten   die aus grün wipfel raunend winken   die aus silberwellen plätschernd blinken   die in+die grashalm sprießen   als regen feuchtet   die in+die blitz schießen   als sonne leuchten   weltengeist   von die auch ich eine theil   schütte nieder dein gnade heil   ach   ich haben mein werth vergessen   bin in die verräther rath sitzen   habe frech die licht gott fluchen und bethört die lüge nacht suchen   blöd und elend wanken ' ich wirr pfad   wüstenirrend dürst ' ich müd ' nach gnade   meine seele   die die licht verlieren   meine seele schreien zu gott empor   ohne du   wie dürr sein mein glied   weltengeist   ach   strömen   strömen nieder   ,=,Lyrik
45,genius ich winken eine stern   wenn dies stern nicht glömme   ich hüllen schaurig todesdunkel ein   ich tragen eine strom   wenn ich auf er nicht schwömme   in+die wüstensand verdorren mein gebein   o bleiben ich treu   du leitstern mein pfad   versiegen nicht   du linderin die gluth   sie sein ich himmel   seligkeit und gnade   darin erschöpfen mein ganz wesen ruhen   sie können allein die herz sehnsucht kühlen   du stern   du strom herz'eigner dichterkraft   nur wenn ich bilden   mögen ich mensch ich fühlen   und mein seele leben nur   wenn sie schaffen   ,=,Lyrik
46,frage wenn einsam du in+die kämmerlein sitzen   wenn du die schlummer fliehen die lang nacht   dann haben du oft   so sprechen du   mein denken|gedenken   doch   wenn die sonne kommen unterdessen   wenn du die welt und jeglich aug lachen   hast du auch dann wohl jemals mein denken|gedenken   ,=,Lyrik
47,ja blicken stolz ihr enkel die helios   die seele heiß von groß gedanke glut   eine blühend thal zu euer fuß breite sich schmiegend die weit erde   die stern kranz   eine leuchtend diadem   umblühe glanzvoll eure stirn   ha   vergesset nie   von oben strömet nieder die licht in die dunkel feuchte   vergesset niemals   priester die ewige   von euer mund nur tönen unsterblichkeit die arm menschheit   viel noch leben nach agamemnon die tapf'ren held   die namenlos nun schlafen die ew'gen schlaf   weil sie nachziehen nimmer in+die kampfgefild die sänger   leicht zu fuß schwebend   singend die herrlich alle tod   von mord und raubgier   schnöde vergoss'nem blut   nichts von achilleus wissen die welt   wenn nicht homer geliehn er haben sein eigene   göttlich feuerseele   und wähnet heuen auch manche gekrönt stirn   des sänger beifall wiegen so leicht wie hauch in jen wagschal '   welche spät 're folgegeschlechter zu hand nehmen   o lassen sie hinleben und   sterben auch die dumpf traumwahn   stillet die edel zorn   die heimlich aufbrausen   euer rache bleibe die ruhig   groß schweigen   was ewig leben und lebend erfreuen sollen die arm menschheit   legen die dichter nur ihr an die herz   dass wie die mutter freudig sie staunen die vielgeliebte   ,=,Lyrik
48,schal werden die trunk   die die glück kredenzen million von lippe   ungenossen und unempfunden   bringen er nur dumpf gefühl die trägheit   in ich aber sollen er aufglühn in unendlich glut und von die rausch in mein brust sollen in tausend herz hinüber springen die funke doppelt leben   doppelt heil   aber vergebens   eine spiegel sein ich   die licht nicht treffen   eine klangvoll saite   die die meister nicht finden   eine echo   harrend auf eine erlösend wort   die nicht kommen   und nun schauen ich in bitterkeit zurück auf die weg   ich schlagen keine herz   die selig machen   ich werd keine boden   auf die ich stehen   einsam leben ich mit mein seele   und selbst die pforte   durch welche die welt die klang einströmen   sein ich verschließen   und doch   du klagend herz   belügst du ich nicht     was immer ich sterben   eins leben in ich   die kraft zu schaffen   die ich gleich machen die gott   lassen sie zersplittern   die morsch welt   ich bauen sie aus nichts herrlich   rein   und alle die   was in+die traum ich ersehnen   geben du ich   mein kunst   unendlich seligkeit   wonne sondern reue   die schweben über die abgrund ohne sorge   ohne grauen   wunderbar geheimnis   die aus geräusch ton bilden   aus nüchtern wort hehr gesang   leuchtend farbe aus grau erde   du überwindest die leib gebrech   du füllen mit gott die entvölkert himmel und überschüttest mit blühend blume die wüste die seele   aus die nacht   aus die trotz mit die schicksal ringen es sich auf   in+die herz innen wallen und wogen ich eine uferlos meer   und siegreich tönen aus leid und not   aus die flüchtig taumel die leben   aus die wild schaum|schäumen die groll   aus schmerzlich nutzlos sehne|sehnen hell und klar nicht die verheißung die glück   die glück selbst   und mein seele jauchzen   freude   schön götterfunken   ,=,Lyrik
49,wachsbleich die sommernacht   auf erddunkeln moderlachen singen rosigblaue irislichter   wetterleuchten   schwefelgrün in splitter|splittern   eine weiß dünn schlange stechen züngelnd nach die blass mond   ,=,Lyrik
50,sie stehen in+die dunkel kreuzgang   in+die blüthenweißen kleid   eine mönch in braun kutte ernst finnend ihr zu+die seit '   es blühen auf ihr wange wie hell frühlingsschein   die mönch mit weiß barte sehen wie die winter drein   hell funkeln ihr auge von jugendlust und glück   es glimmen keine strahl die freude mehr in die mönch blick   sie stürmen in heiter zukunft eine lächelnd kind hinaus   er sehnen aus die leben wüste sich todesmüd nach haus   jetzt finkt vor die greis sie nieder und küssen sein rauh gewand   und auf die blond scheitel ruhen segnend sein hand     es sein eine bild zu+die mal|malen   ich aber machen ' es bangen   sie stehen doch nah beisammen aufgang und niedergang   nt   ,=,Lyrik
51,o gott   mein gott   o gott   mein gott   wie viele gellen die schrei empor   die sich verlieren   die woge gleich   die felszerschellten   o gott   mein gott   wie viele ringen die hand wund in qual   und sein weinend wieder fortgehen   ,=,Lyrik
52,eppich eppich   mein alt hausgesell   du sein von jung blatt|blättern hell   dein wintergrün   so still und streng   vertragen sich es mit die lenzgedräng     » warum denn nicht   wie mein haben dein leben alt und jung blatt   eins streng und dunkel   eine licht von lenz und lust   warum denn nicht   « ,=,Lyrik
53, stunde morgenlied mit edeln purpurröten und hell amselschlag   mit rose und mit flöte stolzieren die jung tag   die wanderschritt die leben sein noch eine leicht tanz   ich gehen wie in+die reigen mit eine frisch kranz   ihr taubenetzten kranz die neu morgenkraft   werfen aus die luft|lüften und spielend aufraffen   wohl manche lassen ich welken noch vor die mittagsglut   zerreißen haben ich manche aus rein übermut   mit edeln pupurröten und hell amselschlag   mit rose und mit flöte stolzieren die jung tag   hinweg du dunkel klage   aus alle die licht und glanz   die schmerz verlorner tag bedecken eine frisch kranz   ,=,Lyrik
54,aurikelchen aurikelchen   aurikelchen stehn auf mein beet   und sehnen|sehen die blau himmel an   wo schon die ganz morgen die goldne sonne stehen   aurikelchen   aurikelchen   was kuckt ihr denn so sehr   sie sein ja selbst so gelb wie gold   und haben eine hellrot herzchen   was wollen ihr denn noch mehr   ,=,Lyrik
55,wilhelm arent des jahrhundert verloren kind eine freudlos erlösungheischend geschlecht   des jahrhundert verloren kind   so taumeln wir hin   weß schmerz sein echt   weß lust sein keine rausch   wer keine sünder       selbstsucht treiben alle   wild gier nach gold   unersättlich sinnengelüste   keine einzige sein mutter erde hold   ring grauen nur unendlich wüste   chaotisch brandung wirr wir umtosen   verzehren von dämonisch gluthen   von keine strahl ewig licht umkost   müssen wir elend verbluten     ,=,Lyrik
56,fleckseife mel   kommen eine schlank bursch gehen   ja   die welt gelangen|gelingen zu+die reife   immer klar werden ihr zweck   jetzt erfinden man eine seife   die vertilget jede fleck   alt ' und neu unrath schwinden vor die seife wie eine traum   dass ihr niemals wiederfinden eine fleck spur noch saum   kaufen die seife   diplomat   waschen wir die geschichte rein   denn sie sein von euer thaten schwarz als von höllenstein   ,=,Lyrik
57,eine stück düsseldorf städtedichtung zu düsseldorf an+die rheine   jan willem sitzen zu pferd   wo bitterschön die heine die hippogryphen sein wildhufend graziosen gambaden meisternd lehren   ,=,Lyrik
58,motto sternepflücken   wolkenfangen   immer dies glutverlangen   unbefriedigt narrentreiben   wollen eine kind du ewig bleiben   schon mit weiß durchwirken haaren   und noch keine setzen ' gebahren   immer dies glutverlangen   sternepflücken   wolkenfangen   ,=,Lyrik
59,natur und kunst o groß herrlich natur   du kommen mit donner und blitz und sturmesgebrause   erfüllst mit bangen wald und flur   mit schrecken und angst palast und klause   o groß herrlich natur   dein wort demüthigt die welt und alle leben   es schweigen jede creatur   es staunet tiger und leu   und könig beben   o groß herrlich natur   du bringen zu+die schweigen die welt mit donnergetose   und   mehr vermag noch die censur   die thut es gelassen mit eine federpose   ,=,Lyrik
60, religion und theologie sein grundverschieden ding   eine künstlich leiter zu+die himmel die   jen die angeborne schwinge   ,=,Lyrik
61, die schlimm schmerz sein auf erde|erden   die ausweinen und ausschweigen werden   ,=,Lyrik
62,in die früh goldstrahlen schießen über+die dach   die hahn krähn die morgen wach   nun eine hier   nun eine dort   so krähen es nun von ort zu ort   und in die ferne sterben die klang   ich hören nichts   ich horchen lang   sie wackern hahn   krähet doch   sie schlafen immer   immer noch   ,=,Lyrik
63,freiheit die freiheit lassen sich nicht gewinnen   sie werden von außen nicht erstreben   wenn nicht zuerst sie selbst tief innen   in+die eigen busen du beleben   wollen du die kampf   die groß   wagen   so setzen zuerst du selber ein   wer fremd fessel|fesseln wollen zerschlagen   dürfen nicht sein eigen sklave sein   nur rein herz   rein hand   gebühren die dienst in+die heiligtum   die freiheit werk rein zu vollenden   dies   deutsch volk   dies sein dein ruhm   die lüge winken   die schmeichler locken   mit sein kette spielen die knecht   du aber wandeln unerschrocken   und dein waffe sein die recht   @card@ ,=,Lyrik
64,die nebel steigen   es fallen|fällen die laub   schenk ' einen die wein   die hold   wir wollen wir die grau tag vergolden   ja vergolden   und gehen es draußen noch so toll   unchristlich oder christlich   sein doch die welt   die schön welt so gänzlich unverwüstlich   und wimmern auch einmal die herz     stoß an und laß es klingen   wir wissen es doch   eine recht herz sein garnicht umbringen   die nebel steigen   es fallen|fällen die laub   schenk ein die wein   die hold   wir wollen wir die grau tag vergolden   ja vergolden   wohl sein es herbst   doch warten nur   doch warten nur eine weilchen   die frühling kommen   die frühling lachen   es stehen die welt in veilchen   die blau tag brechen an   und ehe sie verfließen   wir wollen sie   mein wackrer freund   genießen   ja genießen   ,=,Lyrik
65,vor eine grün wald da liegen eine sanft rain   da sehen ich auf die halde eine rosig mägdelein   die fahren mit ihr blank geschliffnen sichel ' rum   und mähet in gedanke die schön blümlein um   kuckuck rufen immer weiter in+die holz die ganz tag   und alle prophezeien er   was ihr gefallen mögen   ,=,Lyrik
66,herr und knecht ihr wollen ihr zu gott machen   und siehe   die gelingen ihr schlecht   da machtet ihr die volk die schwache zu eine dienend geschlecht   und dies geschlecht müssen immer büßen   zu groß sein sein eigen schuld   und wollen ihr es leben er versüßen   so sein es euer gnad ' und huld   da sein die rede nicht von+die recht|rechte   die sein ' auch nur eine toll wahn   sie sein die herr   sie sein die knecht   und was ihr thut sein wohlgethan   ,=,Lyrik
