,text,ID,Gattung
10,ich küssen sie auf die stirn kaum   und sein erschrecken fast   wie sie   eine kind   so fiebernd heiß und zitternd ich umfassen   wie liebeschauernd ich an+die hals jhr schluchzend odem schwellen   wie gleich eine retter ihr herz ich schlagen   sprachlose eutzückung voll   da ahnen ' ich an du   du klein herz   die solche flamme kennen   die ganz ungelöschte gluth   die heimlich auf erde|erden brennen   ,Unergruendlich,Lyrik
11,sieben billion jahr vor mein geburt sein ich eine schwertlilie   mein wurzel saugen sich in eine stern   auf sein dunkel wasser schwimmen mein blau riesenblüte   ,SiebenBillionenJahreVorMeinerGeburt,Lyrik
12,"i   hier sein es still an mein dunkel teich   die nur die mondfrau blass schleier streifen   und ich sein fürstin dies abendreiche   in die keine fremd menschendenken greifen   und ich befehlen mein dunkel teich   und ich befehlen sein lau flut|fluten   dass sie ich tragen   ihr königin   sie tragen ich zu mein insel hin   da blühen aus die schilfe blumenkronen   die einsam anf die hoch stiel thronen und blütenstaub aus matt kelch bluten   und zwischen mein blume wollen ich liegen und mein leib an+die starr schilfgras schmiegen   ii   die mondfrau hüllen ich eine in bleich strahl|strahlen   ich stehen in+die schilf   es leuchten mein glied ich aus die dunkelfeuchten spiegel wieder   und hundert stern tauchen um ich nieder und blühn empor aus violett schale   kühn leben mein heute   müde schlafen mein gestern     ich trennen welt jetzt von mein schwester   iii   allein in mein schweigenstarken eden   sehnen|sehen ich ich heiß nach wirr liebesreden   ich sehnen ich nach eine wild sehne|sehnen   ich sehnen ich nach schwach mädchentränen   ich sehnen ich nach rot sonnenküssen und wissen   mein leib werden daran welken müssen   iv   es werden eine schatten in mein dasein treten   die schatten wissen von weit königsrechten   die schatten werden ich leib und seele knechten   die schatten werden sich um mein dasein flechten   und mein sinn werden zu er beten   und mein seele werden er herrschen lassen   doch mein arm seele werden er hassen                                 ""                               ",UndDoch,Lyrik
13,über+die zaun quellen die flieder   so dicht   so wissen   da schluchzen sein lied eine vogel so heiß   da plätschern die brunnen in+die muschelstein   seine uralt weise   die schläfern ein   ich stehen in+die garten erwartungsvoll   die herz die mainacht   pochen süß und toll   eine lau schauer steigen aus die gras   muss warten   warten   weiß nicht auf was   ,Mädchenlied,Lyrik
14,hone   per   nur mit geduld   endlich werden du blume brechen   o   dein vater sein voll huld   kindlich dürfen du zu er sprechen   auf dein gläubig vertrau'n werden er gnädig niederschau'n   wolke kommen   wolke gehen   bau ' auf dein gott gnade   zu die freude sonnenhöh'n führe stürmisch dunkel pfad   doch eine treu auge wachen   zitire nicht in sturm und nacht   ankre du auf felsengrund   schwinge du zu gott herz   mach ' er dein leiden kund   sagen ' er dein tief schmerz   er sein gütig und erquicken jede herz   die kummer drücken   fass ' in+die glaube kühn muth   kraft werden du dein helfer senden   mit die hand   die wunder thut   werden er dein leiden enden   er sein lauter lieb ' und huld   hoffen   herz   nur mit geduld   ,VertrauenAufGott,Lyrik
15,mein vater die keckste bursche sein von alle bursche in+die städtchen   und in die ganz jungfernschaar meine mutter die schön mädchen   sein lied klang   sein stimme gewalt haben die mädchen alle bezwingen   drum haben er auch die mutter bald zu sein weib singen   die kunst die lied   die lassen er auch sein erstgeborene erben   was sollen ' ich nicht nach handwerksbrauch um die schönste fangen und werben   ,MeinVaterDerKecksteBurscheWar,Lyrik
16,ja blicken stolz ihr enkel die helios   die seele heiß von groß gedanke glut   eine blühend thal zu euer fuß breite sich schmiegend die weit erde   die stern kranz   eine leuchtend diadem   umblühe glanzvoll eure stirn   ha   vergesset nie   von oben strömet nieder die licht in die dunkel feuchte   vergesset niemals   priester die ewige   von euer mund nur tönen unsterblichkeit die arm menschheit   viel noch leben nach agamemnon die tapf'ren held   die namenlos nun schlafen die ew'gen schlaf   weil sie nachziehen nimmer in+die kampfgefild die sänger   leicht zu fuß schwebend   singend die herrlich alle tod   von mord und raubgier   schnöde vergoss'nem blut   nichts von achilleus wissen die welt   wenn nicht homer geliehn er haben sein eigene   göttlich feuerseele   und wähnet heuen auch manche gekrönt stirn   des sänger beifall wiegen so leicht wie hauch in jen wagschal '   welche spät 're folgegeschlechter zu hand nehmen   o lassen sie hinleben und   sterben auch die dumpf traumwahn   stillet die edel zorn   die heimlich aufbrausen   euer rache bleibe die ruhig   groß schweigen   was ewig leben und lebend erfreuen sollen die arm menschheit   legen die dichter nur ihr an die herz   dass wie die mutter freudig sie staunen die vielgeliebte   ,Dichterstolz,Lyrik
17,schal werden die trunk   die die glück kredenzen million von lippe   ungenossen und unempfunden   bringen er nur dumpf gefühl die trägheit   in ich aber sollen er aufglühn in unendlich glut und von die rausch in mein brust sollen in tausend herz hinüber springen die funke doppelt leben   doppelt heil   aber vergebens   eine spiegel sein ich   die licht nicht treffen   eine klangvoll saite   die die meister nicht finden   eine echo   harrend auf eine erlösend wort   die nicht kommen   und nun schauen ich in bitterkeit zurück auf die weg   ich schlagen keine herz   die selig machen   ich werd keine boden   auf die ich stehen   einsam leben ich mit mein seele   und selbst die pforte   durch welche die welt die klang einströmen   sein ich verschließen   und doch   du klagend herz   belügst du ich nicht     was immer ich sterben   eins leben in ich   die kraft zu schaffen   die ich gleich machen die gott   lassen sie zersplittern   die morsch welt   ich bauen sie aus nichts herrlich   rein   und alle die   was in+die traum ich ersehnen   geben du ich   mein kunst   unendlich seligkeit   wonne sondern reue   die schweben über die abgrund ohne sorge   ohne grauen   wunderbar geheimnis   die aus geräusch ton bilden   aus nüchtern wort hehr gesang   leuchtend farbe aus grau erde   du überwindest die leib gebrech   du füllen mit gott die entvölkert himmel und überschüttest mit blühend blume die wüste die seele   aus die nacht   aus die trotz mit die schicksal ringen es sich auf   in+die herz innen wallen und wogen ich eine uferlos meer   und siegreich tönen aus leid und not   aus die flüchtig taumel die leben   aus die wild schaum|schäumen die groll   aus schmerzlich nutzlos sehne|sehnen hell und klar nicht die verheißung die glück   die glück selbst   und mein seele jauchzen   freude   schön götterfunken   ,Beethoven,Lyrik
18,wachsbleich die sommernacht   auf erddunkeln moderlachen singen rosigblaue irislichter   wetterleuchten   schwefelgrün in splitter|splittern   eine weiß dünn schlange stechen züngelnd nach die blass mond   ,Jasmin,Lyrik
19,sie stehen in+die dunkel kreuzgang   in+die blüthenweißen kleid   eine mönch in braun kutte ernst finnend ihr zu+die seit '   es blühen auf ihr wange wie hell frühlingsschein   die mönch mit weiß barte sehen wie die winter drein   hell funkeln ihr auge von jugendlust und glück   es glimmen keine strahl die freude mehr in die mönch blick   sie stürmen in heiter zukunft eine lächelnd kind hinaus   er sehnen aus die leben wüste sich todesmüd nach haus   jetzt finkt vor die greis sie nieder und küssen sein rauh gewand   und auf die blond scheitel ruhen segnend sein hand     es sein eine bild zu+die mal|malen   ich aber machen ' es bangen   sie stehen doch nah beisammen aufgang und niedergang   nt   ,ImKloster,Lyrik
20,die nebel steigen   es fallen|fällen die laub   schenk ' einen die wein   die hold   wir wollen wir die grau tag vergolden   ja vergolden   und gehen es draußen noch so toll   unchristlich oder christlich   sein doch die welt   die schön welt so gänzlich unverwüstlich   und wimmern auch einmal die herz     stoß an und laß es klingen   wir wissen es doch   eine recht herz sein garnicht umbringen   die nebel steigen   es fallen|fällen die laub   schenk ein die wein   die hold   wir wollen wir die grau tag vergolden   ja vergolden   wohl sein es herbst   doch warten nur   doch warten nur eine weilchen   die frühling kommen   die frühling lachen   es stehen die welt in veilchen   die blau tag brechen an   und ehe sie verfließen   wir wollen sie   mein wackrer freund   genießen   ja genießen   ,Oktoberlied,Lyrik
21,vor eine grün wald da liegen eine sanft rain   da sehen ich auf die halde eine rosig mägdelein   die fahren mit ihr blank geschliffnen sichel ' rum   und mähet in gedanke die schön blümlein um   kuckuck rufen immer weiter in+die holz die ganz tag   und alle prophezeien er   was ihr gefallen mögen   ,DieSchnitterin,Lyrik
22,die sein die tag die weiß callablüten   die um dein lager üppig ausstreuen   als draußen sonnenlicht und farbe glühen   die tag in+die recht sein und die nacht so weit   ich sehen du an   du bliebst in alle die fülle ich wie eine marmorbild von todtem stein   wie eine gottgedankens künstlerhülle   ich sehen du so   mein auge warʼs allein   du sein die hell licht zurückgeben   die krankheit macht brechen und zerstören   und du werden nun für alle   alle leben und haben todt   nur ich allein gehören   ,DasWarDerTagDerWeissenCallablueten,Lyrik
23,gi bruder und eine schwester   nichts treueres kennen die welt keine goldkettlein halten fest   als eins an+die andere halten   zwei liebste so oft sich scheiden   denn minne die sein voll wanken   geschwister in lust und leiden sich halten ihr lebelang so treu   als wie beisammen die mond und die erde gehen   so nah '   wie die stern flamme alle nacht bei einander stehn   die engel in+die himmel sich es zeigen frohlockend von herzensgrund   wenn bruder und schwester sich neigen und küssen sich auf die mund   ,TreusteLiebe,Lyrik
24,in die alt rittersaal lesen die knappe vor die graf   bei die ampel trüb strahl sein die müde greis entschlafen   nur die jung tochter lauschen   und sie lauschen so tief und innig   wie vor ihr vorüberrauscht alte sage süß und sinnig   um die turm die nachtwind summen   hauchen so geisterkühl durch+die zimmer   jetzt die greis in+die schlaf summen   doch die beide hören es nimmer   längst die knappe schweigen gar still   lächeln ob die alte schlummer   sie vor scham vergehen wollen   beugen die stirn in süß kummer   ,DieChronik,Lyrik
25,lassen ich mit mein düster gluth   ich sein nur die tropfen blut auf rein schnee   du suchen   was fromm und lind   was fromm und lind   die suchen du   denn sehen   es fliegen taube zu   wo taube sein   ,LassMichMitMeinemWeh,Lyrik
26,einsam rauschen die wasserfall durch die still feld   einsam schlagen die nachtigall durch die stumm wald   jubilirend   lustig leicht   einsam durch die luft steigen auf die leiter ihr lied froh die lerche auf und nieder   doch die mensch leier suchen durch die weit erde herz auf in ihr flucht vor die welt beschwerde   sprudelnd quellen die lied quell aus die busen frisch und hell   lied werden die dichter singen   wo die herz widerklingen   ,SaengerUndDichter,Lyrik
27,"@card@ nur noch einmal   hold bild   umschwebe mein seele mild   laß leuchten dein auge schein tief in mein dunkel herz hinein   dein denken ' ich stets   seitdem ich scheiden   du sehnen herbei mein klagend lied   du gelten die ruf die nachtigall   du winken rings die blume all '   die bächlein eilen   nach du zu spähn   die vöglein mögen gern du sehen   die rosenwölkchen schweben zu du und bringen die schön gruß von ich   und sein mein ziel auch noch so fern   sein du doch mein wandern stern   allüberall rufen ich du zu   mein einz'ger wunsch   mein glück sein du                                 ""                               @card@ o o                               ""                               ich sitzen in+die glühn die tot mittagsstunde   und alle leben scheinen so blass und weit   die gott träumen um ich in die runde   die brunnen flüstern                                 ""                                                             ""                               trinken und gesunden   ich sein die wasser die vergessenheit                                 ""                                                             ""                               ich sitzen in nacht und schicken die gedanke in jen tag   da wir froh und jung   ich sehen die silberstrahl in+die mondlicht schwanken                                 ""                                                             ""                               trinken nicht   trinken nicht   ihr arm fieberkranken   ich sein die wasser die erinnerung                                 ""                                                             ""                               ",SehnsuchtAufDerWanderung,Lyrik
28,"nun ich die riese stärkste überwinden   ich aus die dunkel land heimfand an eine weiß märchenhand   halle schwer die glocke   und ich wanken durch die straße schlafbefangen                                 ""                               @card@ philosophie lied                               ""                               menschenleben falkland   heinrich die welle eilen wohl zu+die meer und keine kehren wieder her   doch auf die fluthen immer jung verklärend schweben erinnerung   was je dein herz in lieb hegen   und was die fluth von dannen tragen   verjüngen in+die regenbogenglanz erblühen es aus die welle tanz   und endlich spielen   eine bunt traum   die ganz leben ob die schaum   bis in die meer die sonne tauchen   die abendwind die bild zerhaucht   ",NunIchDerRiesenStaerkstenUeberwand,Lyrik
29,die du mit duftig mild odem ich kühlst die seele heißen brand   grüßen   o heimat   die boden ich allzu lang ' ich abwenden   gleichwie die schiffer an die küste sich retten aus zerschelltem kahn   so aus die leben staub'ger wüste lenken ' ich zurück zu du die bahn   und wie mit zärtlich erbarmen die mutter die verirrt kind   so zeihen|ziehen auch du mit stark arm|arme ich an die busen sanft und lind   die wirr schatten heißen du fliehen   die ich umschwärmen zu stet pein   und lullst mit leise melodieen die schmerz   die immer wachen   ein   und was die leben ich nehmen   und was die schicksal ich entwenden   ich seh ' es alle wiederkommen   wie ich es ehedem kennen   die sein die berg blau gipfel   von+die grün die wald dicht umsäumen   es sein dieselb schattenwipfel   in die ich als kind träumen   und erst hoffen   erst sehne|sehnen   die erst zorn die jung brust   die süß weh die erst thränen   des erst kuss götterlust   es kehren alle   alle wieder   gleichwie die schwalbe kehrt in+die mai   und wiederschäumt durch mein lied die muth die jugend stolz und frei   o sein segnen   theurer boden   die rasch die seele ich verjüngen   schon fühlen ' ich ich von dein odem gleichwie von frühlingshauch beschwingen   weit hinten liegen   was ich sein   die leben lachen in neu glanz   hier werd ' ich oder nie genesen   an+die busen mein vaterland   ,DieHeimat,Lyrik
30,so gehen auch unser traum zu ende   die linden blühen noch in+die tal   nun halt ' ich dein lieb hand für immer wohl zu+die letztenmal   sehen   wie die weiß segel gleiten die sonndurchglänzten ferne zu   laß wir zu+die strand herniederschreiten   mein blondgelockt liebling du   ich haben ' nicht schatz zu vergeben   und sondern frucht stehen mein saat   wozu zwei jugendheiße leben verketten   eh ' die sommer nahen   o küssen du ich die braun wange   du haben so oft mein leid stillen   und sein ich in die welt gehen   dann nehmen die kranz von mein bild   ,ZuEnde,Lyrik
31,wol haben du einst mit hoch wonne mein jung herz getränkt   natur   wenn ich die glanz die frühlingssonne zu+die ferne ziehen durch wald und flur   vertieft in ich mit halb lauschen   an dein wunder|wundern streifen ' ich hin   und weben in alle die blühn und rauschen die eigen brust geheim sinn   doch heilig ernst sein die feier   damit du jetzt mein herz umschwebst   wenn du die falt'gen isisschleier von+die hoch antlitz lüftend heben   wenn du von+die reiz die bunt schale mein auge still zu+die tiefe lenkft   und aus die heutig tag strahl ins dämmerlicht die urzeit senkst   da offenbaren in+die schwung die aue in schwarz grotte säulenschos sich ich die welle leise bauen des feuer jachen zornesstoß   da singen die gurt zerborstner schicht eine heilig lied ich von+die entstehn   und lassen in wandelnd gesichten die schöpfung ich vorübergehn   und wieder schauen ich es   wie mit toben   von+die unterird'schen durst drängen   die flüss'ge kern die erdball droben die meergebornen kruste sprengen   wie er eine strom von zäh glut   bis in die wolke rauchend stürmen   und über thälern dann und flut|fluten zergipfelt zu+die gebirg sich thürmt   o riesenkampf die urgewalt   drin eine welt sich gährend rühren   die durch die kreislauf die gestalt|gestalten ich auf eine letzt geheimniß führen   denn wie ich rastlos rückwärts dringen von form zu form   erlöschen die spur   jch stehen ' an+die abgrund   draus die ding die erst lebenspuls durchfahren   da fallen|fällen in+die zagend gemüthe eine glanz aus tief tiefe ich   „im anfang sein die ew'ge güte   und tausend engel dienen ihr   “ und wie sie licht in flamme wallen   in flut|fluten brausen allerorts   empfind ' ich schauernd über alle die hauch die unerschaffnen wort   ,DieErde,Lyrik
32,die stätte mein jugend sehen ich wieder   doch zeigen sie ich fast eine fremd gesicht   ring wachsen giebel   sinken wipfel nieder   und selbst die flussbett sein die alt nicht   ja   freund   die hauch   die unter+die schlag die glocke die welt durchschauert   spüren ' ich doppeln hier   er bhes nicht blos die braun aus unsem locke|locken   verwandelt werd die zeit und wir mit ihr   wie liegen in+die goldnen märchenduft die ferne   da wir noch eng die heimath bann umgeben   von+die erst berg schon sahnen wir andere stern   und zaubergerte scheinen die wanderstab   sehnsüchtig wachsen die herz   wenn sein weise die posthorn singen in+die nächtgen waldrevier   jetzt pfeifen die dampf und lassen in+die sturm wir reisen   verwandelt werd die zeit und wir mit ihr   von ort zu ort die traut liebeskunde   die gruß   die die freund die freund rufen   wie bangen erharrten wir sie stund um stunde   und zu+die ereigniss werd die spät brief   verhallend selbst   als echo nur   empfangen die weltgeschichte donnerbotschaft wir   jetzt tragen die blitz die wort auf feuerschwingen   verwandelt werd die zeit und wir mit ihr   von+die zauberduft die blau blume trunken   des herz räthseln sinnen die dichter nach   er klagen ' um sonne   die hinabsinken   und rufen die vorwelt mächtge schatten wach   die freiheit mus|muse schleichen nur auf die zeh|zehe bei nacht zu er   als sein es verbrechen schier   heuen lassen sie auf die markt ihr banner wehen   verwandelt werd die zeit und wir mit ihr   gruß ihr   ihr münster mit die hoch schiff   gebraus die orgel   dunkel chorgestühl   wo eine geheimniss   ewig unbegriffen   wir wahrheit werd durch unser wahr gefühl   auf sein flügel jede zweifel schranke hoch überfliegend   kampflos glauben wir   jetzt heischt sein recht an+die glaube die gedanke   verwandelt werd die zeit und wir mit ihr   wohl tragen wir die vaterland in+die herz   doch lieben wir wie knabe   stumm und zart   zu+die freund nur sprechen die freund von sein schmerz und von die kaiser mit die flammenbart   die wort von+die reich   ob niemals ganz verklingen   doch scheu nur   werd es flüstern dort und hier   heuen rauschen es fort in+die volk von tausend zunge   verwandelt werd die zeit und wir mit ihr   ja   vorwärts gehen es   die webstuhl spule|spulen sausen   die welt werd weiter   frei blick und sinn   doch wie die leben strom schwellend brausen   wuchs nach genuss die gier und nach gewinn   da singen bei nacht wohl   eh ' die stern schwinden   von+die eng jugendglück die sehnsucht ich   doch kommen nur   tag   du sollen ich wacker finden   verwandelt werd die zeit und wir mit ihr   ,TemporaMutantur,Lyrik
33,wann werd ' ich du finden   ach endlich du finden   du fiebernd in schauernder seelenumarmung   fühlen   ganz fühlen du heilige   einzige   göttliche       die du sein   weil ich sein   ich wollen   wie ich du wollen     die du mit eine strahl dein auge   darin die himmel glühen   all ' die schmerz die einsame heimath  und glückfernen mitfühlend hinwegküssest   mit eine athemhauch dein seele   darin ewig frühling blühen   all ' die thränen auslöschst   all ' die brennend qual   die mein seele verzehren   meine unsterblich seele     wo sein du   du sonne   nur mein sonne   die du jede wolke die schwermuth von gramtrüber stirn ich lächelnd hinwegscheuchst   triumphirend verheißest jede traum die erfüllung   und himmlisch tröstung gottsüßen frieden in die sehnend busen gießen   ich   die ich arm sein   so arm sein   wie niemand     wann erheben du dein haupt   aus nebel und sturm dein lichtmächtiges haupt   du erkenntniß die wahrheit die sein und die sein werden       wann winken du oase   du mährcheninsel   voll paradiesisch aue   die wüstenpilger   die müde die kampf des irdisch kampf ohne rettungsstern hinsinkt   in die nichts starren   wann reifst du entgegen die labebedürftigen o thaufrucht die liebe     wann werd ' ich erwachen   holdselig erwachen   du in+die schooße erwachen   du unendlich wonne     wann werd ' ich sie schauen in alle ' ihr schönheit liebreiz und anmuth   die aus die kelch jede blume entgegen ich duften   und zu ich sprechen aus die nachtigall schluchzen   die flüstern die maiwinds   jede machtwort die schöpfung                                     mit die schrei die erlösung fliegen ihr entgegen die verschmachtende seele   leib reißen sich an leib     es sättigen sich endlich in+die rausch die verzückung die taumelnd sinn   hinsterben die puls     in die kuss wildlodernder flamme vermählen sich alle süße die leben des leben und tod   ,DieHeiligeEinzigeGoettliche,Lyrik
34,o dass du gott behüten   in+die paradies kaum eine baum wol schön blühen als du   mein apfelbaum   ich müssen die meister loben   die du so schön machen   zu+die sträußchen du weben aus duft und farbenpracht   du wunderbar sträußchen   können ' ich eine bienchen sein   dann wählen ich du zu+die häuschen und kehren bei du ein   wie lustig wollen ' ich schweben um du in+die sonnenschein   wie schön und herrlich leben von dein blütenwein   o dass du gott behüten   in+die paradies kaum eine baum wol schön blühen als du   mein apfelbaum   ,MeinApfelbaum,Lyrik
35,es haben die dirne ich küssen   da werd ich von süß taumel trunken   und als ob es frau venus selber sein   sein ich ihr an die wildwogenden brust sinken     es haben die dirne ich küssen   ihr reifroten lippe auf die mein erblüht   da vergessen ich die hart not und die tod und mein mutter liebfrommes behüten     es haben die dirne ich küssen   da sein es ich   als quöllen flammenbäche wie die hölle sengstrom durch mein leib   als ob bacchantische brunst ich die schädel zerbrechen     es haben die dirne ich küssen   schluchzend liegen ich vor ihr in+die staub   da sein es ich   als sterben die gott in ich   als stürb an sündlose lieb ich die glaube     es haben die dirne ich küssen   da wußt ich   dass ich die seele verlieren   da wußt ich   dass ich die schächer gleich   mein seele die hölle zugeschworen       es haben die dirne ich küssen   wohl trinken ich in ihr arm|arme wonne     in mein herz aber sein finsternis   und verdorren sein ich die glück bronn       verdorren sein ich die lebendig mut   für mein bruder die gasse zu bahnen     zerbrechen haben ich die blitzend wehr   zerbrechen die wurfzerfetzten fahne     seitdem die dirne ich küssen können ich nur ihr gehören zu eigen     in brünsten umklammre ich die weiß leib und küssen sie   und die rest sein schweigen     ,DasVerloreneParadies,Lyrik
36,gestern noch eine dürftig ding   die so grau und albern gehen   nichts an er zu sehen   und müssen heuen behutsam sein   wie wenn in+die mai die blüte schnei'n   dass nicht all verwehen   wie wenn ich blüte an ich haben   als sein ich eine gottesgabe     eine rein wunder sein ich ja   wie nie ich eins mit auge sehen   und müssen ich sehr zusammennehmen und schämen   warum   weil ich so blühend sein   und weil die wind treiben blüte hin   die nicht an+die baum erröten und voll vorsicht sein und unschuld und erblöden   die dumm wind   ,DasMaedchen,Lyrik
37,hier unter die grün baum   von die goldnen morgensonne durchblitzt   wie selig lassen es sich es träumen   wenn man so einsam sitzen   an+die boden spielen die flittern   die laub und die seele zittern von kühl morgenluft   die rose dort an+die strauche   sie neigen sich die hauch   und spenden ihr süß duft   wie fühlen ' ich nun die walten des schaffend geist es   die ich umwehen   die lieblich in gestalt|gestalten vor mein auge stehen   recht in die fülle die erde|erden empfind ' ich still als werden die tief grund die sein   die rose   die dort schwanken   und in ich die gedanke   sie grüßen sich als eins   hier unter die grün baum   von die goldnen morgensonne durchblitzt   wie selig lassen sich es träumen   wenn man so einsam sitzen   dann regen sich es mit süß klange   was ich in+die lebensdrange verlieren schon glauben   und   fern von+die weltgewühle   wehen es wie morgenkühle weich um mein sinnend haupt   ,HierUnterDenGruenenBaeumen,Lyrik
